,User,Tweet
8938,Virtuousmental1,"{'promo', 'NowPlaying', 't.co/Zne5D6i7zC', 'Trending', 'maxxout202', 'new', 'ShopMyCloset', 'stores', 't.co/Pwy7GKAZVZ', 'dropped', 'single', 'song', 'https', 'gear', 'purchase'}"
8939,purplelinoo,"{'’', 'Stray_Kids', 'Trending', 'year', 'Artists', 'legendary', 'MANIAC_SKZ', 'Songs', 'Hot', 'Billboard', 'leealien8', 'choice', 'My', 'StrayKids', 'song'}"
8940,RealDrCollision,"{'Kittens', 'Diamond', 'Ruby', 'Animals', 'RT', 'Zoos', 't.co/xSAqVWFnHn…', 'LIVE', 'Waves', 'rununtilyoufly', 'Power', '♫', 'https', 'CAM', 'KITTEN', 'Aquariums', ""'s""}"
8941,CuttaPromo2,"{'cnaasty', 'VideoDirector', 'Unknown', '194_mexico', 'Drop…', 'New', '🎶', '🎥', '”', 'RT', 'Artist', '🚨🚨🚨', 'Video', 'Crushed', '🎤', 'Ice', 'Alert', 'Music', 'Song', '“', 'Beat', 'DopeHipHopGlob'}"
8942,loveskz05,"{'album', '’', 'Stray_Kids', 'Trending', 'legendary', 'MANIAC_SKZ', 'Songs', 'RECORD-BREAKING', 'Billboard', 'My', 'choice', 'Hot', 'StrayKids', 'song', 'ODDINARY', 'melisaforlalisa'}"
8943,ChristianM_Make,"{'trending', 'could', '😂', 'The', 'hand', 'RT', 'ChristianM_Make', 'two', 'tweets', 'JenniferNPL1', 'go'}"
8944,jmlove1013_ej,"{'2022', 'trending', 'hot', 'RT', 'WithYou', 'BTS', ""'m"", 'listening', 'S…', 'JIMIN', 'TxnTDGpqusufnrT', 'BTS_twt', 'BTSJIMIN', 'I', 'ost', 'jeonlouse'}"
8945,nincaaaaaaaa,"{'D', 'PM', '10', 'Ost', 'ON', '‘', 'TUTOR', 'Cutie', 'RT', 'Pie', 'เป็นไปได้ไหมเธอ', 'C', 'RELEASE', '13.05.2022', 'Series', 'OFFICIAL', '7…', 'T', 'MV', 'W', 'U', 'N', '’', 'GMT', 'cutiepieseries', 'O'}"
8946,globalview23,"{'Oz', 'RejectOz', 'get', 'retweets', 'We', 'video', 'RT', 'brand', 'Can', 'replies', 'mmpadellan', 'h…', 'slamming', '1,500', 'called', 'fast', 'new', 'TWEEPS', 'Dr'}"
8947,19911993t_n,"{'ENHYPEN_members', 'trending', '🔥', ""'LEE"", 'heeonly_lyz', 'ヒスン', 'RT', 'HEESEUNG', 'ENHYPEN', '희승', 't.co/US9…', 'https', 'Indonesia', 'Philippines'}"
8948,JohnH7861,"{'knowing', 'heels', 'desisluts0', 'slutty', 'RT', 'Look', 'strutting', 'strap', 'family', 'clear', 'perving🥵👀😈', 'teen…', 'around', 'men', 'aisha'}"
8949,HadiaMushtaq14,"{'trending', 'start', 'Maryam', 'keyboards', 'RT', 'Sharif', 'grab', 'warriors', 'bail', 'TeamiPians', 'Nawaz', 'مریم_چورنی_کو_گرفتار_کرو', 'b…', 'Keyboard'}"
8950,girlgangdomo,"{'camgirl', 't.co/6gQPFv3zV0', 'come', 'girlgangdomo', 'onlyfans', 'RT', 'somebody', 'meetups', 'AdultWork', 'Tik…', 'https', 'content', 'stripchat'}"
8951,MusicNews_b,"{'radio', 'Global', 'parties', 'highlights', 'opens', 'house', 'doors', 'Delhi', 'stations', 'Islamabad', 'Add', 'rom', 't.co/pmu6nJaSyd', 'Pakistani', 'Pasoori', 'nightclubs', 'https', 'Music', 'pop', 'musician', 'Guardian', 'hit', 'Kathmandu'}"
8952,bnuonewu,"{'D', 'PM', '10', 'Ost', 'ON', '‘', 'TUTOR', 'Cutie', 'RT', 'Pie', 'เป็นไปได้ไหมเธอ', 'C', 'RELEASE', '13.05.2022', 'Series', 'OFFICIAL', '7…', 'T', 'MV', 'W', 'U', 'N', '’', 'GMT', 'cutiepieseries', 'O'}"
8953,haneenxobts,"{'viral', 'OUR', 'Chart', 'Trending', 'EPIPHANY', 'RT', '2021', 'OST', 'Hot', 'My', 'Billboard', 'choice', 'sens…', 'Songs', 'Mybelovedjinnie', 'Yours_Jin', 'beautiful', 'JIN'}"
8954,SamuelG69328689,"{'Jimin', 'JIMIN', 'BTSJIMIN', 'BTS', 'For', 'song', 'BE', 'GOOD', 'WithYou', 'My', 'Billboard', 'BTS_twt', 'choice', 'THE', 'tillDendjimin', 'TILL', 'END', 'trending', 'LIKE', 'Hot', 'Sungwoon', 'WITH'}"
8955,Simaiyy,"{'trending', '24Hr', 'btsvote_crew', 'RT', 'entered', 'BTS', '10', 'Hot', 'BTS_twt', 'Top', 'song', 'chart', '😁', 'YetToCome'}"
8956,Samuel44134902,"{'1', 'hours', 'fairlaunch', 'AnimeVerseToken', 'TheMoonCarl', 'telegram', 'fairlauch', '🔥🔥', 'currently', 'mate', 'Link', 'Fairlaunch', 'https', 'Pinksale', 'Marwan21341', 'Trending', 'live', 'holding', '24-48', 't.co/Lb8m61JnLl', 'Foreverise', 'end', 't.co/yKKT6CrG4u', '🔥🔥FOREVERISE'}"
8957,thepatiencepill,"{'hope', 'defdaily', '📣', 'special', 'start', 'celebrating', 'Trending', 'everyone', 'us', 'minutes', 'RT', '15', 'anniversary', '💙', 'We', '️⃣1YearWithSol…', 'join'}"
8958,CuttaPromo2,"{'NowPlaying', 'Joris', 'gt', 'Callisto', 'vs', 'RT', 'Bodzin', 'lt', 'Stephan', 'Marc', 'remix', 'love', 'Romboy', 't.co/JF2eRhsvFx', '…', 'gcr_tyrus', 'https', 'Listen', 'dance', 'Voorn'}"
8959,jaydestro,"{'trending', 'worried', 'found', 'knicks_tape99', 'RT', 'Tony', 'soprano', 'tweets', 'I', 'old'}"
8960,showr_rkp,"{'Please', 'japan', 'Finally', 'RT', 'sorry', 't.co/HNMB47R2ZI', 'djsakura666', '🤘💜💎🌸📻🎤', 'delay', 'jrock', 'anime', 'enjoy', '80s', 'https', 'music', 'jpop'}"
8961,Ashwini03111021,"{'bb15kingpratik', 'copy', 'Trending', 'TAGLINE', 'PRANIK', 'no…', 'RT', 'REVEALED', 'paste', 'Start', 'EVERYWHERE', 'Do', 'GRACING'}"
8962,deon_kesh,"{'YouTube.🌎▶️', 'Now', 'Therapy', 'video', 'brand-new', 'RT', '→', 'Sonofamafia', 'available', '⬆️📈', 'Up', '…', 'stonebwoy', '🔗', 'single', ""'s"", 'trending', 'worldwide', '🆕Run', 'music'}"
8963,SOfbtsglaxy,"{'60', 'Song', 'V_ChristmasTree', 'Trending', 'V', 'ofbtsglaxy', 'Hot', 'My', 'Billboard', 'BTS_twt', 'choice', 'ChristmasTree'}"
8964,nur_aiinn,"{'SOULMATESJlKYU', '1', 'Trending', 'treasuremembers', 'Darari', 'Videos', 'RT', 'Remix', 'YouTube', 'Worldwide🌏', 'DEBUT', 'Performance', 'TREASURE…', 'Video', 'Exclusive'}"
8965,JMini_1013,"{'trending', 'hot', 'song', 'RT', 'skitjins', 'WithYou', 'BTS', 'OST', ""'m"", '…', 'listening', 'JIMIN', 'BTS_twt', 'BTSJIMIN', 'winejmyg', 'beautiful', 'I'}"
8966,J09050123,"{'ON', 'Shop', 'BTStreamingID', 'Magic', 'RT', 'BTS', 'BTS_Butter', 'What', 'h…', 'kimVk00k', 'My', 'BTS_twt', 'Idol', 'trending', 'So', 'Song', 'Choice', 'Life', 'Goes', 'Listen', '💜'}"
8967,helloatnpz,"{'D', 'TutorYimLand', '22.00', 'Ost', '‘', 'TUTOR', 'Cutie', 'RT', 'Pie', 'เป็นไปได้ไหมเธอ', 'C', 'RELEASE', '13.05.2022', 'Series', 'Hrs.…', 'OFFICIAL', 'T', 'MV', 'W', 'U', '📆', 'N', '’', '⏰', 'O'}"
8968,s2joniie,"{'No', '19th', 'Song', '’', '1', 'running', 'Trending', 'Listening', 'forever', 'BTS', 'Hot', 'BTS_Butter', 'week', 'BTS_twt', 'legends', 'longest', 'BTSVOTINGHTS', 'young'}"
8969,AppleF2534,"{'D', 'PM', '10', 'Ost', 'ON', '‘', 'TUTOR', 'Cutie', 'RT', 'Pie', 'เป็นไปได้ไหมเธอ', 'C', 'RELEASE', '13.05.2022', 'Series', 'OFFICIAL', '7…', 'T', 'MV', 'W', 'U', 'N', '’', 'GMT', 'cutiepieseries', 'O'}"
8970,_sunshinebr7,"{'broke', 'SOTY', 'record', 'trending', '”', 'BTS', '2021', 'Butter', 'Hot', 'Jeon', 'BB', 'BTS_Butter', 'BTS_twt', 'Listen', 'cypherrsquad', '“', 'JungKook', 'also'}"
8971,AomAmm0701,"{'D', 'PM', '10', 'Ost', 'ON', '‘', 'TUTOR', 'Cutie', 'RT', 'Pie', 'เป็นไปได้ไหมเธอ', 'C', 'RELEASE', '13.05.2022', 'Series', 'OFFICIAL', '7…', 'T', 'MV', 'W', 'U', 'N', '’', 'GMT', 'cutiepieseries', 'O'}"
8972,BayStBulI,"{'trending', 'ST', 'sentiment', 'much', 'meter', 'although', 'trust', 'bullish', 'BB', 'Dugstr2', 'also', 'I', '90', ""n't""}"
8973,por_waraporn27,"{'D', 'PM', '10', 'Ost', 'ON', '‘', 'TUTOR', 'Cutie', 'RT', 'Pie', 'เป็นไปได้ไหมเธอ', 'C', 'RELEASE', '13.05.2022', 'Series', 'OFFICIAL', '7…', 'T', 'MV', 'W', 'U', 'N', '’', 'GMT', 'cutiepieseries', 'O'}"
8974,StreamerRTR,"{'Music', 'Playlist', 'Stutesman_Mike', 'RT', 'GFGO', 'Streamcaster', '⏩', 'AMUSEING', '👊', 'ArtistRTweete…', 'Todays', '❤️', '▶️C/o', 'IndieLegion', 'Spotify', '⏭️', 'StreamersRT1'}"
8975,seroduz,"{'Song', 'Trending', 'KIMELEN92954094', 'WithYou', 'BTS', 'Hot', 'My', 'Billboard', 'BTS_twt', 'choice', 'JIMIN', 'BTSJIMIN', 'Sungwoon'}"
8976,squidward352,"{'1', '🌐https', 'pancakeswap', '🔥🚀', 't.co/fAhl63GIMh', '📌launching', '💎100x', 'soon', 'gem', 'BSCGemsAlert', '💰Massive', 't.co/N5Uvesz0sp', 'currently', '🔥Foreverise', 'Link', 'planned', 'Fairlaunch', 'https', 'marketing', 'Pinksale', 'Trending', 'FOREVERVERSE', 'Foreverise_bsc', 'holding', 'potential', '📌Pinksale', '🚀🔥'}"
8977,caloarsmen,"{'Oz', 'RejectOz', 'get', 'retweets', 'We', 'video', 'RT', 'brand', 'Can', 'replies', 'mmpadellan', 'h…', 'slamming', '1,500', 'called', 'fast', 'new', 'TWEEPS', 'Dr'}"
8978,lifeisunfair007,"{'PratikSavage', 'copy', 'Trending', 'TAGLINE', 'PRANIK', 'RT', 'REVEALED', 'paste', 'Start', 'not…', 'EVERYWHERE', 'Do', 'GRACING'}"
8979,SOfbtsglaxy,"{'Song', 'V_ChristmasTree', 'Trending', 'V', 'ofbtsglaxy', 'Hot', 'My', 'Billboard', 'BTS_twt', 'choice', '61', 'ChristmasTree'}"
8980,turbansbilll,"{'Song', 'Trending', 'Blue', 'RT', 'WithYou', 'BTS', 'KalyParkJimin13', 'j13109513', 'Hot', 'My', 'JIMIN', 'BTS_twt', 'BTSJIMIN', 'Sungwoon'}"
8981,Chamel_love_ya,"{'trending', 'Sungwoon…', 'hot', 'Jiminlove3000', 'RT', 'listen', 'BTS', 'WithYou', '6dThami', 'JIMIN', 'BTS_twt', 'BTSJIMIN', 'song', 'Time'}"
8982,ididitmemii,"{'D', 'PM', '10', 'Ost', 'ON', '‘', 'TUTOR', 'Cutie', 'RT', 'Pie', 'เป็นไปได้ไหมเธอ', 'C', 'RELEASE', '13.05.2022', 'Series', 'OFFICIAL', '7…', 'T', 'MV', 'W', 'U', 'N', '’', 'GMT', 'cutiepieseries', 'O'}"
8983,Vickylikevicky,"{'trending', 'Song', 'Choice', 'Beckyg', 'RT', 'CNS', 'Listen', 'My', 'feat', 'BTS_twt', 'laviedenoona', 'ChickenNoodleSoup', 'JHOPE'}"
8984,peckingduck11,"{'Friday', 'd…', 'World', 'On', 'United', 'LiliesHome', 'Tag', 'Chart', 'Trending', 'RT', 'LISA', 'points', 'Hot', 'Billboard', 'highest', 'Songs', 'LALISA'}"
8985,HeartfulHex,"{'amp', 'social…', 'unearth', 'oldest', 'valley', 'due', 'RT', 'indus', 'difficult', 'bloomfilters', 'artifacts', 'geographic', 'meluhha'}"
8986,t1000ms2,"{'jm1004486', 'Song', 'Trending', 'RT', 'WithYou', 'BTS', 'Hot', 'JIMIN', 'My', '카오ㅏ이', 'BTSJIMIN', 'Billboard', 'choice', 'BTS_twt', 'Sungwoon', '😭😭😭'}"
8987,lalalalalilalaa,"{'BTSJIN', 'trending', 'Song', 'Choice', 'RT', 'SuperTuna_Jin', 'Listen', 'My', 'BTS_twt', 'laviedenoona'}"
8988,__ARMYBTS_7,"{'trending', 'mauniverse77', 'BTS', 'BTS_twt', 'BTS_Butter', 'choice', 'song'}"
8989,pegbroc1,"{'Oz', 'RejectOz', 'get', 'retweets', 'We', 'video', 'RT', 'brand', 'Can', 'replies', 'mmpadellan', 'h…', 'slamming', '1,500', 'called', 'fast', 'new', 'TWEEPS', 'Dr'}"
8990,Samuel44134902,"{'1', 'hours', 'fairlaunch', 'TheMoonCarl', 'telegram', 'fairlauch', 'Carstai53210934', '🔥🔥', 'currently', 'mate', 'Link', 'Fairlaunch', 'https', 'Pinksale', 'Trending', 'live', 'holding', '24-48', 't.co/Lb8m61JnLl', 'Foreverise', 'end', 't.co/yKKT6CrG4u', 'AxusCoin', '🔥🔥FOREVERISE'}"
8991,moira102,"{'ARMY', 'JIMIN', 'We', 'song…', 'go', 'hot', 'RT', 'PJM13PMG24', 'BE', 'proud', ""'re"", 'GOOD', 'WithYou', 'PJM_data', 'Yuri68079786', 'BTS_twt', ""'s"", 'trending', 'LIKE', 'Let'}"
8992,minla520,"{'D', 'PM', '10', 'Ost', 'ON', '‘', 'TUTOR', 'Cutie', 'RT', 'Pie', 'เป็นไปได้ไหมเธอ', 'C', 'RELEASE', '13.05.2022', 'Series', 'OFFICIAL', '7…', 'T', 'MV', 'W', 'U', 'N', '’', 'GMT', 'cutiepieseries', 'O'}"
8993,turbansbilll,"{'trending', 'hot', 'song', 'artpjminie', 'RT', 'WithYou', 'BTS', 'OST', ""'m"", 'listening', 'JIMIN', 'BTSJIMIN', 'winejmyg', 'BTS_twt…', 'beautiful', 'I'}"
8994,Pforyou121,"{'copy', 'Trending', 'TAGLINE', 'PRANIK', 'RT', 'REVEALED', 'paste', 'Start', 'not…', 'VishuJaadugar', 'EVERYWHERE', 'Do', 'GRACING'}"
8995,pungna2,"{'D', 'PM', '10', 'Ost', 'ON', '‘', 'TUTOR', 'Cutie', 'RT', 'Pie', 'เป็นไปได้ไหมเธอ', 'C', 'RELEASE', '13.05.2022', 'Series', 'OFFICIAL', '7…', 'T', 'MV', 'W', 'U', 'N', '’', 'GMT', 'cutiepieseries', 'O'}"
8996,wonranghae10,"{'The', 'minutes', '20', 'EP4', '🌎', 'USING', 'left', 'RT', 'going_svt', 'REPLY', 'Comment', 'goal', 'FACE', '…', 'THE', '5', '🚨Only', 'PREVIEW', 'SUN', 'Trending', 'foods', '4', 'top', '29', '5🚨'}"
8997,JinImYoursTruly,"{'🙏', 'please', 'closer', 't.co/PWr7288…', 'RT', 'thank', 'seokjin', 'means', 'hi', 'FanPlus', 'vote', 'https', 'gwchnprnce', 'gap', 'lot', 'getting'}"
8998,TidalTrappin,"{'album', 'The', 'Pulitzer', 'Quadruple', 'ALBUMOFTHEYEAR', 'Stream', 'NOW', 'LISTEN', 't.co/wRkcg45v5p', 'Prize-winning', 'AppleMusic', '🆕', 'Tidal', 'https', 'rhymer', 'ettape', '35', 'Trending', 'new', 'drops', 'Forever13', 'tracks'}"
8999,JMini_1013,"{'trending', 'Sungwo…', 'hot', 'RT', 'WithYou', 'BTS', 'listening', 'JIMIN', 'BTS_twt', 'BTSJIMIN', 'song', 'pjmngallery', 'chimchim_rg', 'love', 'I'}"
9000,nunewlucu,"{'D', 'PM', '10', 'Ost', 'ON', '‘', 'TUTOR', 'Cutie', 'RT', 'Pie', 'เป็นไปได้ไหมเธอ', 'C', 'RELEASE', '13.05.2022', 'Series', 'OFFICIAL', '7…', 'T', 'MV', 'W', 'U', 'N', '’', 'GMT', 'cutiepieseries', 'O'}"
9001,WonHuinAMillion,"{'The', 'minutes', '20', 'EP4', '🌎', 'USING', 'left', 'RT', 'going_svt', 'REPLY', 'Comment', 'goal', 'FACE', '…', 'THE', '5', '🚨Only', 'PREVIEW', 'SUN', 'Trending', 'foods', '4', 'top', '29', '5🚨'}"
9002,theeramyeonz,"{'JAKE', 'onIyunie', 'RT', 'MY', 't.co/qd6IBbwGjf', 'https', 'cute', 'YUNKI', 'trending…'}"
9003,aziz_zgh,"{'angry', 'video', 'made'}"
9004,KsjSelenophile,"{'trying', 'songs', 'Retwt', 'We', 'chart', 'JIN', 'amp', 'RT', 'twt', 'add', 'Reply', '3', 'My', 'BBHT', 'Billboa…', 'AmberlovesJin', 'OUR', 'EPIPHANY', 'choices', 'Quote', '😊💖', '‼️🚨'}"
9005,trueart_bts,"{'1,050,643', 'Global', 't.co/…', 'streaming', '109', '🌎', '”', 'RT', 'You', 'May', 'Spotify', '2022', 'PJM_data', '200', '🔗', '12', '💪', 'https', 'Keep', 'Day', 'plays', 'With', '19', '—', '“', 'Update'}"
9006,Lucia_Elric,"{'trending', '’', 'o…', 'FRlDAKHALIFA', 'RT', 'still', 'dress', 'artifacts', '1000', 'become', 'business', 'year-old', 'Marilyn', 'destroy', 'meanwhile', 'profitable'}"
9007,VertiCallAlgo,"{'🔥', '❗', 'round', 'number', 'minutes', 'screenshot', '📬', '60.0M', 'Continues', '15', '14.47', 't.co/jHlhMMso0v', '21.0', 'What', '🚀', 'far', 'delayed', 'Price', '5', 'VERU', 'targets', 'https', 'Closest', 'Float', 'trending', '⤵️', 'News', '🔹', 'stockmarket', 'Short', '18.2'}"
9008,Simaiyy,"{'1', '541K', 'HOT', 'Butter', 'Tuna', '265K', 'btsvote_crew', 'RT', 'Yours', 'You', '📈24Hr', 'Super', '3', '10:00pm', 'KST', '5', '153K', 'SONGS', 'TRENDING', 'Ye…', 'With', '4', '7', '154K'}"
9009,Alex75082405,"{'MusicGame', 'game', '😍', 'Game', '💥', 'Fun', 'addictive', 'Amanotes', '👉Tiles', 'Playing', 't.co/ly2IpUIOEc', 'TilesHop', 'super', 'Mobile', 'Hop👈', 'fun', 'https', 'This', 'challenging', 'trending', 'exciting', 'Trending', 'Out', 'Check', 'music'}"
9010,Pforyou121,"{'amp', 'tagline', ""'re"", 'If', 'RT', 'bring', 'using', 'activity', '11', 'participating', 'admires_sid', 'active', 'tha', 'Drop', 'Tagline', 'Let', 'trendi…', 'comments'}"
9011,Taehyunganakipa,"{'trending', 'Song', 'Choice', 'RT', 'BTS', 'Listen', 'My', 'BTS_Butter', 'BTS_twt', 'laviedenoona'}"
9012,nqh_focusonbts,"{'Song', 'Choice', 'Trending', 'voting', 'RT', 'BTS', ""'m"", 'btsglobally', 'My', 'BTS_twt', 'I', 'YetToCome'}"
9013,jeonlouse,"{'Sungw…', 'RT', 'listen', 'BTS', 'OST', ""'m"", 'WithYou', 'JIMIN', 'happy', 'BTS_twt', 'BTSJIMIN', 'TxnTDGpqusufnrT', 'I', 'beautiful', 'excited'}"
9014,funfun_dk,"{'D', 'PM', '10', 'Ost', 'ON', '‘', 'TUTOR', 'Cutie', 'RT', 'Pie', 'เป็นไปได้ไหมเธอ', 'C', 'RELEASE', '13.05.2022', 'Series', 'OFFICIAL', '7…', 'T', 'MV', 'W', 'U', 'N', '’', 'GMT', 'cutiepieseries', 'O'}"
9015,MartinMubiru8,"{'trending', 'Your', 'Beinomugisha_Iv', 'girlfriends', 'RT', 'hub', 'sights', 'dating', 'Tiktok🥺', 'Porn', 'name'}"
9016,ynehardt,"{'Song', 'Choice', 'Trending', 'voting', 'RT', 'BTS', ""'m"", 'BTS_Butter', 'BTS_twt', 'I', 'urkthgem'}"
9017,JMini_1013,"{'trending', 'hot', 'song', 'bytaehyjin', 'Dez', 'BT…', 'RT', 'WithYou', 'BTS', 'OST', ""'m"", 'listening', 'JIMIN', 'BTSJIMIN', 'winejmyg', 'beautiful', 'I'}"
9018,SOfbtsglaxy,"{'Song', 'V_ChristmasTree', 'Trending', 'V', 'ofbtsglaxy', 'Hot', 'My', 'Billboard', 'BTS_twt', 'choice', '62', 'ChristmasTree'}"
9019,rlndlc,"{'1', '541K', 'HOT', 'Butter', '265K', 'frm', 'btsvote_crew', 'RT', 'GAP', 'You', '📈24Hr', '3', '10:00pm', 'KST', '192K', 'SONGS', 'TRENDING', 'With', '457K', '1…', '2'}"
9020,karan_stark,"{'version', 'trending', 'NetflixIndia', 'BeastOnNetflix', 'debuts', 'RT', 'No.1', 'RAW', 'Hindi', 'MaharashtraVJFC', 'https', 'position', 'Beast', 't.co/2F08OIaWpL'}"
9021,_AugustMoon28,"{'Song', 'Choice', 'Trending', 'voting', 'RT', 'BTS', ""'m"", 'myspace831', 'My', 'BTS_Butter', 'BTS_twt', 'I', '💜'}"
9022,realzeenunew11,"{'D', 'PM', '10', 'Ost', 'ON', '‘', 'TUTOR', 'Cutie', 'RT', 'Pie', 'เป็นไปได้ไหมเธอ', 'C', 'RELEASE', '13.05.2022', 'Series', 'OFFICIAL', '7…', 'T', 'MV', 'W', 'U', 'N', '’', 'GMT', 'cutiepieseries', 'O'}"
9023,Ashley_Lynn954,"{'daily', 'social', 'paid', 'get', 'Signup', 'getting', 'testing', '500', 'opinion', 'SocialDM', '40', 'I', 'You', 'site', 'posting', 'Hey', 't.co/gkYR7uW5Qc', 'apps', 'jointhewave', 'earn', 'using', 'let', 'https', 'voicing', ""'s"", 'called', 'trending', 'bonus', 'media'}"
9024,KsjSelenophile,"{'AmberlovesJin', 'OUR', 'Chart', 'Trending', 'margaux120492', 'EPIPHANY', 'RT', 'choices', 'Hot', 'My', 'Billboard', 'BTS_twt', 'Songs', 'Yours_Jin', 'SuperTu…', 'JIN'}"
9025,1songbytxtq6h,"{'trending', 'hot', 'TXT_bighit', 'billboard', 'TOMORROW_X_TOGETHER', 'My', 'TXT_members', 'GOOD_BOY_GONE_BAD', 'song', 'https', 't.co/L5P3TnrFkL'}"
9026,KMEarth13,"{'trending', '’', 'hot', 'KMEarth13', 'RT', 'WithYou', 'BTS', 'OST', 'jieun3829', 'listening', 'BTS_…', 'JIMIN', 'TxnTDGpqusufnrT', 'BTS_twt', 'BTSJIMIN', 'song', 'I'}"
9027,chillkdlex,"{'embed', 'iakyat', 'vids', 'TRAILER', 'kaya', 'tweets', 'TWO', 'alexailacad', 'tag', 'RUNTOME', 'many', 't.co/JumCU1qce5', 'kdestrada', 'https', 'KDLex', 'p', 'seven', 'Trending', 'With', 'top', 'b'}"
9028,_sunshinebr7,"{'broke', 'SOTY', 'record', 'trending', '”', 'BTS', '2021', 'Butter', 'Hot', 'Listen', 'BB', 'BTS_Butter', 'BTS_twt', 'cypherrsquad', '“', 'also'}"
9029,septenborr,"{'D', 'PM', '10', 'Ost', 'ON', '‘', 'TUTOR', 'Cutie', 'RT', 'Pie', 'เป็นไปได้ไหมเธอ', 'C', 'RELEASE', '13.05.2022', 'Series', 'OFFICIAL', '7…', 'T', 'MV', 'W', 'U', 'N', '’', 'GMT', 'cutiepieseries', 'O'}"
9030,chimmy_miny,"{'Song', 'Trending', 't.co/5F…', 'ohswttae', 'RT', 'WithYou', 'BTS', 'Hot', 'JIMIN', 'My', 'Billboard', 'BTSJIMIN', 'choice', 'BTS_twt', 'https', 'Sungwoon'}"
9031,Jiminish95,"{'trending', '’', 'hot', 'luna__pjm', 'RT', 'WithYou', 'BTS', 'listening', 'JIMIN', 'Sungwoon', 'BTS_twt', 'BTSJIMIN', 'song', 'I'}"
9032,getreading,"{'Song', 'Trending', 't.co/5F…', 'ohswttae', 'RT', 'WithYou', 'BTS', 'Hot', 'JIMIN', 'My', 'Billboard', 'BTSJIMIN', 'choice', 'BTS_twt', 'https', 'Sungwoon'}"
9033,EndAltUniverse,"{'ok', 'blowback', 'zero', 'YcaRick', 'Literally', 'RT', 'us', 'calls', 'shocked', 'shits', 'Canadians', 'But', 'gets', 'racists', 'reas…', ""'s""}"
9034,ippijjimni,"{'Song', 'Trending', 'RT', 'WithYou', 'BTS', 'Hot', 'JIMIN', 'My', 'Billboard', 'BTSJIMIN', 'choice', 'BTS_twt', 'ArpithaScarlett', 'JIMIN_INDIA', 'Sungwoo…'}"
9035,o__bee__o,"{'2022', 'trending', '’', 'hot', 'https', 'WithYou', 'BTS', 'BEST', 'listening', 'JIMIN', 'BTS_twt', 'BTSJIMIN', 'I', 'ost', 't.co/ooDmrEItxe', 'Sungwoon'}"
9036,RRR25th,"{'SVPFakeCollections', 'DisasterSVP', 'trending', 't.co/l1tWT7jxZm', 'RT', 'https', '💦💦', 'venkysayzzz'}"
9037,Melivm4,"{'Song', 'Trending', 'RT', 'mochi131000', 'BTS', 'WithYou', 'Hot', 'JIMIN', 'My', 'Billboard', 'BTSJIMIN', 'choice', 'BTS_twt', 'naver4jimin', 'Sungwoon'}"
9038,pabloescobarr46,"{'theatrical', '’', 'OTT', 'currently', 'RT', 'BLOCKBUSTER', 'smashing', 'trend…', 'MoviesSingapore', 'records', 'BeastMovie', 'success', 'Beast'}"
9039,manggaeism1013,"{'trending', '’', 'Sungwoon…', 'hot', 'RT', 'WithYou', 'BTS', 'reply', 'listening', 'JIMIN', 'quote', 'BTS_twt', 'BTSJIMIN', 'song', 'pjmngallery', 'I'}"
9040,nangbeulei,"{'trending', 'hot', 'RT', 'WithYou', 'BTS', 'OST', 'JiminGlobal', ""'m"", 'listening', 'JIMIN', 'Sungwoon', 'BTS_twt', 'BTSJIMIN', 'song', 'drizzle_98', 'I'}"
9041,c__uit,"{'D', 'PM', '10', 'Ost', 'ON', '‘', 'TUTOR', 'Cutie', 'RT', 'Pie', 'เป็นไปได้ไหมเธอ', 'C', 'RELEASE', '13.05.2022', 'Series', 'OFFICIAL', '7…', 'T', 'MV', 'W', 'U', 'N', '’', 'GMT', 'cutiepieseries', 'O'}"
9042,CuttaPromo2,"{'rap', 'producer', 'rapmusic', 'trap', 'New', 'hiphop', 'rapper', 'hiphopmusic', 'newmusic', 'beats', 'RT', 'love', 'lilsoaps1', '…', 'artist', 'cover', 'music', 'art\U0001fae3', 'rappers'}"
9043,rlndlc,"{'Keep', 'comeback', 'goal', '1', 'spread', 'dropping', 'RT', 'streams', 'BTS', 'sho…', 'BTS_is_SEVEN', 'Billion', 'BTS_Butter', 'BTS_twt', 'We', 'tags'}"
9044,yooniversetw,"{'Song', 'Choice', 'Trending', 'voting', 'RT', 'BTS', ""'m"", 'kimiint', 'My', 'BTS_twt', 'I', 'YetToCome'}"
9045,BTND_nd,"{'trending', 'hot', 'song', 'bytaehyjin', 'RT', 'WithYou', 'BTS', 'OST', ""'m"", 'listening', 'B…', 'JIMIN', 'BTSJIMIN', 'Nove', 'winejmyg', 'beautiful', 'I'}"
9046,seroduz,"{'Jiminbts4ever', 'Song', 'Trending', 'WithYou', 'BTS', 'Hot', 'My', 'Billboard', 'BTS_twt', 'choice', 'JIMIN', 'BTSJIMIN', 'Sungwoon'}"
9047,Amir95561439,"{'marrymenow', 'SalmanKhan', 'Trending', 'played', 'If', 'RT', 'ht…', 'delivermytune', 'dude', 'marry', ""n't"", 'need', 'wedding'}"
9048,sidljon,"{'poor', 'many', 'of…', 'education', 'judgement', 'discretion', 'RT', 'shows', 'man/boy', 'intolerance', 'missteps', 'credentials', 'K4C', 'Says', 'questionable', 'political', ""'s""}"
