User,Tweet
jm58131013,RT @SamuelG69328689: @BBgrapefruits78 @PJM_data @BTS_twt My Billboard Hot trending song choice is #WithYou by #JIMIN #BTSJIMIN #BTS   (@BTS…
AnaCaro08830751,"RT @roctradex: Thinking of improving your income and getting finacial freedom! 
Join Telegram: https://t.co/0Dr1aOEk2B
#ElonMusk #Trending…"
Minimin29386477,"RT @RmrzNv: @1365ONLY_JIMIN @JMinie_1013 @BTS_twt Very ingenious to always remember Jimin ☆

ALWAYS WITH YOU JIMIN

My new trending song ch…"
1013Lovehae,RT @JIMIN1013PJMS: @CTjangmi @BTS_twt I’m listening to the hot trending song #WithYou by #JIMIN #BTSJIMIN of #BTS (@BTS_twt) and Sungwoon
pjmlvrs1,"INCREASE THE TAGG !!!! 
WE MISS YOU JIMIN 
BE GOOD BE LIKE JIMIN

We’re listening to #WithYou by #JIMIN #BTSJIMIN of #BTS ￼  (@BTS_twt) and Sungwoon"
snowkhoshi,"AOTY is trending rn but I don’t see any tweet saying #FacetheSun AOTY 🤔

⚠️ Carats, like and retweet this tweet
and reply/qrt with

FACE THE SUN AOTY
@pledis_17 #SEVENTEEN #FacetheSun https://t.co/Nb3FNesAnt"
YxinBts13,"RT @jkownjm: @challan_jm @jimin1013_man @BTS_twt BE GOOD BE LIKE JIMIN 
HIT MAKER JIMIN JIMIN 
I'm listening to the hot trending song #With…"
rhinyoteamo,"RT @Dillondadude404: 투피엠sbn is trending in South Korea!

In case anyone didn't know what 투피엠sbn,

투피엠sbn : 2PM seon bae nim 
seonbaenim 선배님…"
Austin664923151,"RT @QueenEllenNFT: @ImpactXPToken! A top worldwide trending coin. What else?

- 2022 award winner of the most solid project in Dubai expo!…"
Disjazzguy,RT @Letter_to_Jack: All the boys whose faces appeared in that tragic trending video from Sokoto state will have elevated status in their so…
Seokjinnies06,"RT @theJINPRlNT: We are trying/experimenting first if we can chart Moon and Epiphany for the BB Hot Trending Songs Chart. 

Let's see if it…"
sle8211,"RT @OT7Mindy: Let's drop more tags for #BTS_Butter, the longest Number One Hot Trending Song by #BTS, The Princes of Global Pop.. 
@BTS_twt"
arinzejj,"RT @Elkrosmediahub: If what happened today in Sokoto had happened in Anambra state even as today, Peter Obi would have been trending for ‘n…"
phoneixman,RT @KollywoodTrolIs: TRENDING Like a Boss @Actorvijay !! https://t.co/fWcZoYAGGH
Caity_eve,RT @kayla_bear210: @savemagnumpi So so so glad the #SaveMagnumPI tag is trending. We gotta keep it up though! #MagnumPI
kimutiakai,"RT @cordonblueplan: 💿5/18 2nd single hits on store!
🎉🎉🎉2 songs 🔛📈🎉🎉🎉
🌸　　 #ByeGoodBye ⛴️
🌸　　 #Gifted 🇯🇵✈️🌐
🌸🌸　　 by #befirst
🌸　🌸 #HotTrending…"
brsch1250_brian,"RT @SarkySage: BREAKING: Morrison returns to Twitter after 2 weeks of silence and faces the fury of REAL voters in his replies.

Wouldn’t i…"
joossiseokjin,"RT @hourjinnie: Hot Trending Songs Chart— for last 24 hours 

Let's chart yours and super tuna higher! 

Listen to #Yours_Jin the best OST…"
Praju28182758,RT @sunnyladdoo1011: U can check After #Tejran reel the Audio came into trending list and the views on other reels are not even 10k so chil…
fyY1maQMScKkuRS,"RT @Melivm4: @JiminUnited @BTS_twt Mimi I miss you sm

My favorite Billboard trending song is definitely #WithYou by #JIMIN #BTSJIMIN of #B…"
Almagul3108,"RT @jinnieslamp: Hot Trending Songs — Last 24 hours 

5. Yours                      — 157K mentions 🔺
6. Super Tuna            — 156K menti…"
Jugernaut_,"RT @Elkrosmediahub: If what happened today in Sokoto had happened in Anambra state even as today, Peter Obi would have been trending for ‘n…"
Harika_crystal,RT @mizal27: @JaxW5 @Hollymay5023 @MrsTOH2O @bangwool_hana @BTS_twt My choice for Billboard Hot Trending Song is #BTS_Butter by #BTS (@BTS_…
rrrrrtweet,"RT @chiho98429029: #BEFIRST's #Gifted and #ByeGoodBye are my fav songs!
BEFIRST / Gifted. / ByeGoodBye / 
🆕BetrayalGame"
TheMoon99352251,RT @yEkrehonyn7jrxc: @BunyaratwanitB “Butter” is the 2021 SOTY and also broke the record on BB Hot trending. Listen to #BTS_Butter by #BTS
Just_JiMin1995,"RT @Just_JiMin1995: @jms_Vocalist @BTS_twt WITH JIMIN TILL THE END
BE GOOD BE LIKE JIMIN

I love to listen to the hot trending song of 2022…"
SkypieJK,RT @blue_euniverse: Kim Junkyu and Treasure trending as they should! 🤘😩 my rockstars 🔥🎸🖤 #JUNKYU #TREASURE https://t.co/fwS0RAExYA
jinko2022,"@theJINPRlNT OUR EPIPHANY  JIN

My choice for Billboard Hot Trending Songs Chart are #Yours_Jin and #SuperTuna_Jin by #JIN #방탄소년단진 of @BTS_twt"
DulceGalang11,"RT @jiminarticles: 🎯 500 replies! 

My choice for Billboard Hot Trending Song is #WithYou by #JIMIN #BTSJIMIN of #BTS @BTS_twt and Sungwoon…"
JMWITHYOUOST,"RT @S0lelyF0rParkJ: Jimin has surpassed 1M followers on Spotify.

Congratulations Jimin! 🎉🎉🎉

I’m listening to the hot trending song #WithY…"
Kelsie_Idove,"@FiksForBI @Eymhie131 @still131fan_JP @shxxmixan @hanbingender @veaw99 @Ayufxxbi @wwuanderland @shxx131bi131 40
My choice for Billboard Hot Trending Song is #BTBT by 
@shxx131bi131
x Souljaboy ft Devita

BTBT MV OUT NOW
#HANBIN #BIxSOULJABOY_ftDeVita #BI_BTBT #비아이 https://t.co/XffnulqGxb"
business_today,"Talking about @JoeBiden, @elonmusk says that his biggest mistake was to think that he was elected to transform the U.S. but in reality “everyone just wanted less drama.”

https://t.co/jqJRrPKm6J"
feyy52354859,"RT @Harvy124: Trending Famous tiktoker 🤤🤤

follow and Retweet guys 💦 https://t.co/sO1Xy0CuIa"
LohimaRai,"RT @M89Rakesh: Trending with 25k+ tweets

Keep roaring 🔥

Modiji Secure Justice For SSR"
narara_PJM2,RT @luvdaily0424: @jm1013jh @BTS_twt I’m listening to the hot trending ost of 2022 #WithYou by #JIMIN #BTSJIMIN of #BTS (@BTS_twt) and Sung…
MyBias4everJM,@PARKJIMINM7 @BTS_twt I'm still in love with this beautiful song and My choice for BB hot trending song is #WithYou by #JIMIN #BTSJIMIN of #BTS (@BTS_twt) and Sungwoon
soran_rt113,RT @BF04RYU: #BEFIRST 's #ByeGoodBye and #Gifted heal me．BE:FIRST ＊ Bye-Good-Bye / Gifted. / Betrayal Game
5bestchoices,"Twitter Trending Topics Today at United States:
Patti LuPone
StockX
Our Father
Israeli
Manchin
https://t.co/qLraRgmazI"
rheliwyn,RT @MCRupdates1: My Chemical Romance trending worldwide
n_alienami,"RT @carebearOT7: BABY ARMYs!!
CB is in full swing and with references to older eras I’m bringing this back to remind everyone why ARMY will…"
hobaerry,"@niamoonjin Congratulations Jimin
#SerendipityCombined300M 

I’m listening to the hot trending ost of 2022 #WithYou by #JIMIN #BTSJIMIN of #BTS (@BTS_twt) and Sungwoon"
piedpiper_dg,RT @BTSTrendSongs: .@BTS_twt “#YetToCome” entered the Top 5 on the Billboard Hot Trending Songs 24h chart at #4 (+2) with +157k mentions.
Legoretwi1103,"RT @BF04RYU: BE:FIRST ✱ Bye-Good-Bye  MV
⏩ https://t.co/nf0ApTR4b1

When I'm in tears, #BEFIRST's #Gifted and #ByeGoodBye make me smile.
✱…"
monserojas216,"@Mikro_Mxco @BTS_twt 🐇🐇🐇🐇🐰🐰🐰=

RT + 💬

+ #StayAlive by #JUNGKOOK and produced by #SUGA of #BTS is My trending Song Choice @BTS_twt https://t.co/Azw9uhhbt8"
Seokjinnies06,"RT @JINSTOBlT: PUSH ST UP PLS!!!⬆️⬆️⬆️
MOON IS COMING
OUR EPIPHANY JIN
EXTRA EXCITED TO HEAR #Epiphany_BTS #JIN DEMO VERSION WHILE LISTENIN…"
minyouth13,"@parkjiminpics @BTS_twt BE GOOD BE LIKE JIMIN
WITH JIMIN TILL THE END 

My favorite Billboard trending song is definitely #WithYou by #JIMIN #BTSJIMIN of #BTS (@BTS_twt) and Sungwoon"
Besty211201,"RT @rauBMSG: #BEFIRST's #Gifted, #ByeGoodBye and #BetrayalGame  are my fav songs!!

Check out ""Bye-Good-Bye"" by BE:FIRST on this week's Hot…"
Bts7angelic,RT @btsglobally: I'm voting for #YetToCome by #BTS as My Trending Song Choice + (@BTS_twt)
kimutiakai,"RT @chiho98429029: #BEFIRST's #Gifted and #ByeGoodBye are my fav songs!
BEFIRST / Gifted. / ByeGoodBye / 
🆕BetrayalGame"
CruzIncRadio,"RT @lunascottrussel: #AMUSEING #Playlist
#GFGO #Streamcaster #Music #Spotify #IndieLegion
@StreamersRT1 @ArtistRTweeters @BlazedRTs @sme_rt…"
Charlen52894015,"RT @BUTTER_THE_QUEE: @chimin710 @Shooooky93 @BTS_twt Happy Birthday Queen Butter
Listening to #BTS_Butter by legends #BTS - the longest run…"
Mr_imran_27,"RT @htTweets: Viral | Shehnaaz Gill danced to the massively viral Pasoori song

https://t.co/yvHTy2Gj5x"
astimegoesby_jm,"RT @bbb32900907: @1313Kagura1313 @BTS_twt BE GOOD BE LIKE JIMIN 

I’m listening to the hot trending ost of 2022 #WithYou by #JIMIN #BTSJIMI…"
okey_tubatu,"RT @txtontrends: 🔥 Trends | 220513

#MOAgoneMAD is trending under K-pop topic.

#GOOD_BOY_GONE_BAD 
#TOMORROW_X_TOGETHER 
@TXT_members @TXT…"
park_D_jiminluv,"RT @Largemo_rara: @Jiminlove3000 @BTS_twt 화이팅!

I’m listening to the hot trending ost of 2022 #WithYou by #JIMIN #BTSJIMIN of #BTS (@BTS_tw…"
Bam501S,"RT @Mybelovedjinnie: seokjin is currently trending under music category with 103K tweets!! 

OUR EPIPHANY JIN

My choice for Billboard Hot…"
piron_BESTY,"RT @panpagurasu562: New Single  💿
「 Betrayal Game 」by BE:FIRST

#BEFIRST  ′s  #BetrayalGame
and "" Bye-Good-Bye ""  and
"" Gifted. ""  are my f…"
Vijay_AK99,RT @NorthVijayFans: #Beast Hindi dubbed version #RAW is trending on @NetflixIndia https://t.co/5lgyONQ68B
hj33725172,"RT @anjim1014: @AirbenderPosts @BTS_twt BE GOOD BE LIKE JIMIN

I feel so much love!

While listening  and thinking of Jimin with his trendi…"
Jerrypraveen2,"RT @sekartweets: #Beast Tamil, #Raw (Hindi) and Beast (Telugu) are trending @NetflixIndia . Top 3 position occupied by the @actorvijay star…"
macomacherie,"RT @natsuko772255: Check out ""#ByeGoodBye"" and ""#Gifted"" by #BEFIRST on this week's Hot Trending Songs Powered by Twitter! 
BE:FIRST's ""Gif…"
colleenmmck618,"RT @AusPolReplay: In an attempt to look tough against the CCP (even tho Liberal Gladys Liu receives $$$ from CCP), Morrison's support among…"
newyorkfolk,Fox #News Power Rankings: Ohio Senate race moves further in JD Vance’s direction https://t.co/vqs2qxaDx3 #trending #breaking_news
5fufuru16,"RT @ryuhei_k_s_bmsg: Check out ""Bye-Good-Bye"" by BE:FIRST on this week's Hot Trending Songs Powered by Twitter!

#BEFIRST @BEFIRSTofficial…"
mlcTcdAX6jOfKC0,RT @luvdaily0424: @jm1013jh @BTS_twt I’m listening to the hot trending ost of 2022 #WithYou by #JIMIN #BTSJIMIN of #BTS (@BTS_twt) and Sung…
DarrenWoolsey1,"#MUSIC #cds #cassette #DVD #vinyl for #sale @Discogs. Open to offers on everything &amp; I combine shipping worldwide:

#art #rock (#Peter #Blegvad, #Slapp #Happy, #The #Residents)

https://t.co/7UcgygcEoc"
CoffeePanganib1,@PJMLand_Myanmar @BTS_twt My hot trending song choice is #WithYou by #JIMIN #BTSJIMIN of #BTS (@BTS_twt )and Sungwoon https://t.co/Vn16pTnVi8
VibezWorldwide,"RT @_WestSideMenace: Kendrick comes out and J. Cole is trending, let it go and let both of them just be great lol"
Legoretwi1103,"RT @BF04RYU: BE:FIRST ✱ Bye-Good-Bye  MV
⏩ https://t.co/nf0ApTR4b1

When I'm in tears, #BEFIRST's #Gifted and #ByeGoodBye make me smile.
✱…"
sprite_jisung,"RT @jisungrecords: 'JISUNG BROWN' is trending in 2 countries.
#11 Philippines
#12 Indonesia

#JISUNG #지성 #NCTJISUNG #NCT지성 https://t.co/YRs…"
hj33725172,"RT @SamuelG69328689: @AirbenderPosts @BTS_twt BE GOOD BE LIKE JIMIN 

My Billboard Hot trending song choice is #WithYou by #JIMIN #BTSJIMIN…"
jm58131013,"RT @vanguardjm: @PJM_data done 🙏🏼

My favorite Billboard trending song is definitely #WithYou by #JIMIN #BTSJIMIN #BTS￼  (@BTS_twt) and Sun…"
Mr_imran_27,RT @HindustanTimes: Shehnaaz Gill grooves to viral Pasoori song from Coke Studio in Instagram Reel  https://t.co/GB4Nk8qtuz
OT7Mindy,"RT @SantiClara9: @OT7Mindy @BTS_twt Let's drop more tags for #BTS_Butter, the longest Number One Hot Trending Song by #BTS, The Princes of…"
RRjha99318327,"RT @dentodontics: Trending 🔥🔥 at 2nd Spot 
Let's Trend it at 1st guys 
Target at 1st 
#JusticeForDoctors https://t.co/huBG1AUdXF"
soran_rt113,"RT @toratantantan: BE:FIRST's song Betrayal Game is
so mesmerizing ♥︎
Gifted. and Bye-Good-Bye are also
cool so please listen 🎧

#BEFIRST
#…"
_overvieweffect,"RT @Olivia_jklove: @Daily_JKUpdate @BTS_twt WE LOVE YOU JUNGKOOK 💜

My Trending Song Choice goes to the best song #StayAlive by #JUNGKOOK (…"
c_tsien,RT @TXTCHART_KR: .@TXT_members is trending at #7 (+90) on Melon Realtime Search.
dynananananaehh,RT @snowflowergifts: Listening to the record breaker #BTS_Butter my Trending song choice by #BTS  @BTS_twt 💜
macomacherie,"RT @natsuko772255: Check out ""#ByeGoodBye"" and ""#Gifted"" by #BEFIRST on this week's Hot Trending Songs Powered by Twitter! 
BE:FIRST's ""Gif…"
besty_mid,"RT @ryuhei_k_s_bmsg: Check out ""Bye-Good-Bye"" by BE:FIRST on this week's Hot Trending Songs Powered by Twitter!

#BEFIRST @BEFIRSTofficial…"
VarunYa62941789,"RT @ViratSingh_0666: Its trending 
Guys retweet maximum aaj 1 crore tweets karne hai 
@CMOfficeUP
#JUSTICEFORUPLEKHAPALSTUDENTS 
#JUSTICEFO…"
RMlyricsmonster,@snowflowergifts @BTS_twt Stream #BTS_Butter in all music platforms! My trending song choice by The Global Superstar #BTS   @BTS_twt
AungKylie,"RT @Marvicky24: @starnewskorea Congratulations Jimin 💙🎉
SERENDIPITY by JIMIN

BE GOOD BE LIKE JIMIN
PROUD OF YOU JIMIN
HIT MAKER JIMIN

I’m…"
Charlen52894015,"RT @BUTTER_THE_QUEE: @chimin710 @Shooooky93 @BTS_twt Let's go

Listening to #BTS_Butter by legends #BTS - the longest running No 1 Hot Tren…"
aposhyshycat,"RT @NattawinTrend: Trending Guide for ApoColleagues 

📌Keywords
     APO NATTAWIN 

🌟𝐻𝑎𝑠ℎ𝑡𝑎𝑔𝑠
      #𝖭𝗇𝖺𝗍𝗍𝖺𝗐𝗂𝗇 

🌟𝑀𝑒𝑛𝑡𝑖𝑜𝑛
     @𝑁𝑛𝑎𝑡𝑡𝑎𝑤𝑖𝑛𝟷…"
13TSpurple,"RT @fallinforjk: That that is out of the Billboard Hot trending songs chart. 😩 Can we try and bring it back armys? 

Stream #ThatThat by #P…"
hobaerry,"Congratulations Jimin
#SerendipityCombined300M 

I’m listening to the hot trending ost of 2022 #WithYou by #JIMIN #BTSJIMIN of #BTS (@BTS_twt) and Sungwoon"
piron_BESTY,"RT @chiho98429029: #BEFIRST's #Gifted and #ByeGoodBye are my fav songs!
BEFIRST / Gifted. / ByeGoodBye / 
🆕BetrayalGame"
Aum_mmimi,"RT @VTrendSongs: 🚨DROP CHRISTMAS TREE TAGS! 

📍300 RTS 
📍500 REPLIES 

USE : SINGULARITY IS COMING BACK 

Listening to #ChristmasTree by #V…"
macomacherie,"RT @natsuko772255: Check out ""#ByeGoodBye"" and ""#Gifted"" by #BEFIRST on this week's Hot Trending Songs Powered by Twitter! 
BE:FIRST's ""Gif…"
ImDK017,"RT @Mass_Maharaja: #PathalaPathala From #Vikram is Currently The 19th MOST POPULAR MUSIC VIDEO trending WORLDWIDE!
🔥🔥🔥

(Currently its the…"
moondal1013,RT @PJM1306_twt: My choice for Billboard Hot Trending Song is #WithYou by #JIMIN #BTSJIMIN of #BTS  @BTS_twt and Sungwoon
VickyMesa2,"RT @fersan2023: Top Twitter Trend Today: #MatarifeCap4Parte2
⭐ Currently trending at #️4 with 33K tweets⚡️
⭐ Started trending about 13 hour…"
jm58131013,RT @ChinaPark8: @PJM_data @filterchocolate Engaging articles and listening to  the hot trending OST of 2022 #WithYou by #JIMIN #BTSJIMIN of…
Legoretwi1103,"RT @RCH_BESTY3: BE:FIRST ✨ Bye-Good-Bye 
🍎Music ▶https://t.co/6SBb6yiAPI
#BEFIRST’s latest song #ByeGoodBye is so fab.💗
I love "" Gifted. ""…"
rain_on_leaves,RT @KisanaRela: @voteforpjm @BTS_twt I'm so proud to my choice billboard trending song #WithYou by #JIMIN #BTSJIMIN of #BTS (@BTS_twt) and…
yoyo_besty,"RT @mikann1818: We hope the world discovers #BEFIRST's #Gifted and #ByeGoodBye✈✈✈🌏
BE:FIRST ＊ Bye-Good-Bye / Gifted. / Betrayal Game

Check…"
macomacherie,"RT @natsuko772255: Check out ""#ByeGoodBye"" and ""#Gifted"" by #BEFIRST on this week's Hot Trending Songs Powered by Twitter! 
BE:FIRST's ""Gif…"
JonDeeOz,RT @AJEnglish: Dehydrated birds falling from sky in India amid record heatwave  https://t.co/zjdbrcv7rB
ArelaTanu,"RT @PrincessRajkum6: @Aapka_Abhi We Are Trending....
👇 @ashokgehlot51 @DrBDKallaINC 
#REET_L2_को_बहाल_करो"
loud7forlife,"RT @defdaily: [TREND]

Let’s celebrate the 1st anniversary of JAY B’s solo debut! Join us in trending:

#️⃣ 1YearWithSoloistJAYB
⏰ 2022.05.…"
131style,"RT @hanbinmusic: B.I @shxx131bi131 is trending #2 on Melon Real-time search!

B.I BTBT OUT NOW 
#BI_BTBT #BTBT #HANBIN 
#BIxSOULJABOY_ftDeV…"
Korazon24698179,"RT @Ksjjinie_: We are trying out to chart 3 songs on BB hot trending chart. Pls join us! By dropping below tags with some words!

OUR EPIPH…"
Abi_Vijay98,"RT @Devanayagam: For the first time in the history of @NetflixIndia streaming, we are seeing a film in its 3 different versions trending at…"
jimina_Lisa,"RT @jms_Vocalist: #BTSJIMIN #JIMIN #Jiminie #ParkJimin 
JIMIN JIMIN

I love to listen to the hot trending song of 2022 #WithYou by #JIMIN #…"
BU5HW00K13,RT @JohnRuddick2: #CovidIsntOver is trending ... not sure if that's accurate for the unvaxxed who've had COVID.
SwathiG92053708,"RT @dentodontics: Trending 🔥🔥 at 2nd Spot 
Let's Trend it at 1st guys 
Target at 1st 
#JusticeForDoctors https://t.co/huBG1AUdXF"
noizyme_,RT @HrlySongs: 🔥 My Trending Song Choice goes to #YetToCome by #BTS  (@BTS_twt)
monserojas216,"@Mikro_Mxco @BTS_twt 🐇🐇😍🥰🐇🐰😍🐇🐰=

RT + 💬

+ #StayAlive by #JUNGKOOK and produced by #SUGA of #BTS is My trending Song Choice @BTS_twt https://t.co/8paChFU0co"
Cha800Cha,"CONGRATULATIONS  #JIMIN #지민 #ParkJimin🙏🔥for #Serendipity SURPASSING 300 Million COMBINED Streams on Spotify 🎉 #SerendipityCombined300M
💖 I'm listening to trending #WithYou by #JIMIN #BTSJIMIN of @BTS_twt and Sungwoon
#Hybe #BTS #Bighit RESPECT #Jiminie‼️ #FreeJiminFromHybe"
jm58131013,"RT @chejimin: @PJM_data All done
3 articles
I’m in love with the hot trending OST of 2022 #WithYou by #JIMIN #BTSJIMIN of #BTS (@BTS_twt) a…"
TERRYWA72103222,"RT @SarkySage: BREAKING: Morrison returns to Twitter after 2 weeks of silence and faces the fury of REAL voters in his replies.

Wouldn’t i…"
bantani2118,"RT @jinnieslamp: Hot Trending Songs — Last 24 hours 

5. Yours                      — 157K mentions 🔺
6. Super Tuna            — 156K menti…"
WORLDEATERSEN,RT @FRlDAKHALIFA: Marilyn dress still trending meanwhile it’s become a profitable business to destroy 1000’s year-old artifacts from some o…
Bam501S,"RT @4ourMoon: Jinnie on my trending now 🐹💜

OUR EPIPHANY JIN
MOON IS COMING

Waiting for #Epiphany_BTS #방탄소년단진 demo version while listening…"
minyouth13,"@stussyjimin @BTS_twt BE GOOD BE LIKE JIMIN
WITH JIMIN TILL THE END 

My favorite Billboard trending song is definitely #WithYou by #JIMIN #BTSJIMIN of #BTS (@BTS_twt) and Sungwoon"
yoyo_besty,"RT @RCH_BESTY: Check out "" Bye-Good-Bye "" by BE:FIRST on this week's Hot Trending Songs Powered by Twitter! 
https://t.co/IzMgafZCdl @billb…"
OT7Mindy,"RT @BUTTER_THE_QUEE: @OT7Mindy @Shooooky93 @BTS_twt Listening to #BTS_Butter by legends #BTS - the longest running No 1 Hot Trending Song,…"
